AUTAUGA ,AL ,H0150 ,HEALTHSPRING OF ALABAMA  INC. ,HMO ,1000,6883,313,4.55,654.22
ETOWAH ,AL ,H0154 ,VIVA HEALTH  INC. ,HMO ,1270,20865,  ,  ,731.34
ETOWAH ,AL ,H1047 ,HUMANA INSURANCE COMPANY ,DEMP ,1270,20865,  ,  ,731.34
ETOWAH ,AL ,H1170 ,KAISER FOUNDATION HP OF GA  INC. ,HMO ,1270,20865,  ,  ,731.34
ETOWAH ,AL ,H1553 ,THE M PLAN  INC. ,COST ,1270,20865,  ,  ,731.34
ETOWAH ,AL ,H1951 ,HUMANA HEALTH BENEFIT PLAN OF LOUISIANA INC ,HMO ,1270,20865,  ,  ,731.34
ETOWAH ,AL ,H1961 ,TENET CHOICES  INC. / PEOPLES HEALTH NETWORK ,HMO ,1270,20865,  ,  ,731.34
ETOWAH ,AL ,H3449 ,PARTNERS NATIONAL HEALTH PLANS OF NC  INC. ,HMO ,1270,20865,  ,  ,731.34
ETOWAH ,AL ,H4461 ,CARITEN HEALTH PLAN IN ,HMO ,1270,20865,  ,  ,731.34
ETOWAH ,AL ,H6053 ,SANTE FE EMPLOYEES HOSPITAL ASSN. ,HCPP ,1270,20865,  ,  ,731.34
FAYETTE ,AL ,90091,UNITED MINE WORKERS OF AMERICA ,HCPP ,1280,3535,29,0.82,591.91
FAYETTE ,AL ,H0150 ,HEALTHSPRING OF ALABAMA  INC. ,HMO ,1280,3535,25,0.71,591.91
FAYETTE ,AL ,H2961 ,HEALTH PLAN OF NEVADA  INC. ,DEMO ,1280,3535,  ,  ,591.91
FRANKLIN ,AL ,90091,UNITED MINE WORKERS OF AMERICA ,HCPP ,1290,6525,  ,  ,662.4
FRANKLIN ,AL ,H0150 ,HEALTHSPRING OF ALABAMA  INC. ,HMO ,1290,6525,  ,  ,662.4
FRANKLIN ,AL ,H1037 ,CHOICE CARE HEALTH PLAN  INC. ,HCPP ,1290,6525,  ,  ,662.4
FRANKLIN ,AL ,H1961 ,TENET CHOICES  INC. / PEOPLES HEALTH NETWORK ,HMO ,1290,6525,  ,  ,662.4
FRANKLIN ,AL ,H4556 ,CONSOLIDATED ASSOC OF RAILROAD EMPLOYEES HC ,HCPP ,1290,6525,  ,  ,662.4
GENEVA ,AL ,H0151 ,UNITED HEALTHCARE OF ALABAMA  INC. ,HMO ,1300,5672,  ,  ,594.89
GENEVA ,AL ,H0524 ,KAISER FOUNDATION HP  INC. ,HMO ,1300,5672,  ,  ,594.89
GENEVA ,AL ,H1032 ,WELL CARE OF FLORIDA  INC. ,HMO ,1300,5672,  ,  ,594.89
GENEVA ,AL ,H1035 ,FLORIDA HEALTH CARE PLAN  INC. ,HMO ,1300,5672,  ,  ,594.89
GENEVA ,AL ,H1036 ,HUMANA MEDICAL PLAN  INC ,HMO ,1300,5672,  ,  ,594.89
GENEVA ,AL ,H1170 ,KAISER FOUNDATION HP OF GA  INC. ,HMO ,1300,5672,  ,  ,594.89
GENEVA ,AL ,H1961 ,TENET CHOICES  INC. / PEOPLES HEALTH NETWORK ,HMO ,1300,5672,  ,  ,594.89
GREENE ,AL ,90091,UNITED MINE WORKERS OF AMERICA ,HCPP ,1310,1906,  ,  ,591.91
GREENE ,AL ,H0150 ,HEALTHSPRING OF ALABAMA  INC. ,HMO ,1310,1906,  ,  ,591.91
GREENE ,AL ,H1951 ,HUMANA HEALTH BENEFIT PLAN OF LOUISIANA INC ,HMO ,1310,1906,  ,  ,591.91
GREENE ,AL ,H1961 ,TENET CHOICES  INC. / PEOPLES HEALTH NETWORK ,HMO ,1310,1906,  ,  ,591.91
HALE ,AL ,90091,UNITED MINE WORKERS OF AMERICA ,HCPP ,1320,3513,  ,  ,612.32
HALE ,AL ,H0150 ,HEALTHSPRING OF ALABAMA  INC. ,HMO ,1320,3513,  ,  ,612.32
HALE ,AL ,H0151 ,UNITED HEALTHCARE OF ALABAMA  INC. ,HMO ,1320,3513,  ,  ,612.32
HALE ,AL ,H0154 ,VIVA HEALTH  INC. ,HMO ,1320,3513,  ,  ,612.32
HALE ,AL ,H1036 ,HUMANA MEDICAL PLAN  INC ,HMO ,1320,3513,  ,  ,612.32
HALE ,AL ,H1951 ,HUMANA HEALTH BENEFIT PLAN OF LOUISIANA INC ,HMO ,1320,3513,  ,  ,612.32
HENRY ,AL ,H1804 ,HUMANA INSURANCE COMPANY ,PFFS ,1330,3421,18,0.53,591.91
HENRY ,AL ,H1036 ,HUMANA MEDICAL PLAN  INC ,HMO ,1330,3421,  ,  ,591.91
HENRY ,AL ,H5413 ,LIFEMASTERS SUPPORTED SELFCARE  INC. ,DEMC ,1330,3421,  ,  ,591.91
HOUSTON ,AL ,H0151 ,UNITED HEALTHCARE OF ALABAMA  INC. ,HMO ,1340,13972,  ,  ,594.71
HOUSTON ,AL ,H0154 ,VIVA HEALTH  INC. ,HMO ,1340,13972,  ,  ,594.71
HOUSTON ,AL ,H0564 ,BLUE CROSS OF CALIFORNIA ,HMO ,1340,13972,  ,  ,594.71
HOUSTON ,AL ,H1019 ,CAREONE HEALTH PLAN  INC. ,HMO ,1340,13972,  ,  ,594.71
HOUSTON ,AL ,H1032 ,WELL CARE OF FLORIDA  INC. ,HMO ,1340,13972,  ,  ,594.71
HOUSTON ,AL ,H1036 ,HUMANA MEDICAL PLAN  INC ,HMO ,1340,13972,  ,  ,594.71
HOUSTON ,AL ,H1080 ,UNITED HEALTHCARE OF FL  INC. ,HMO ,1340,13972,  ,  ,594.71
HOUSTON ,AL ,H1099 ,HEALTH FIRST HEALTH PLANS  INC. ,HMO ,1340,13972,  ,  ,594.71
HOUSTON ,AL ,H1170 ,KAISER FOUNDATION HP OF GA  INC. ,HMO ,1340,13972,  ,  ,594.71
HOUSTON ,AL ,H1804 ,HUMANA INSURANCE COMPANY ,PFFS ,1340,13972,  ,  ,594.71
HOUSTON ,AL ,H1951 ,HUMANA HEALTH BENEFIT PLAN OF LOUISIANA INC ,HMO ,1340,13972,  ,  ,594.71
HOUSTON ,AL ,H1961 ,TENET CHOICES  INC. / PEOPLES HEALTH NETWORK ,HMO ,1340,13972,  ,  ,594.71
HOUSTON ,AL ,H3330 ,HIP OF GREATER NEW YORK ,HMO ,1340,13972,  ,  ,594.71
HOUSTON ,AL ,H3672 ,HOMETOWN HEALTH PLAN ,HMO ,1340,13972,  ,  ,594.71
HOUSTON ,AL ,H4454 ,HEALTHSPRING  INC. ,HMO ,1340,13972,  ,  ,594.71
HOUSTON ,AL ,H5408 ,SENIORCO. INC. ,DEMC ,1340,13972,  ,  ,594.71
HOUSTON ,AL ,H5413 ,LIFEMASTERS SUPPORTED SELFCARE  INC. ,DEMC ,1340,13972,  ,  ,594.71
JACKSON ,AL ,90091,UNITED MINE WORKERS OF AMERICA ,HCPP ,1350,10670,  ,  ,598.8
JACKSON ,AL ,H0354 ,CIGNA HEALTHCARE OF ARIZONA  INC. ,HMO ,1350,10670,  ,  ,598.8
JACKSON ,AL ,H1036 ,HUMANA MEDICAL PLAN  INC ,HMO ,1350,10670,  ,  ,598.8
JACKSON ,AL ,H1080 ,UNITED HEALTHCARE OF FL  INC. ,HMO ,1350,10670,  ,  ,598.8
JACKSON ,AL ,H1804 ,HUMANA INSURANCE COMPANY ,PFFS ,1350,10670,  ,  ,598.8
JACKSON ,AL ,H1951 ,HUMANA HEALTH BENEFIT PLAN OF LOUISIANA INC ,HMO ,1350,10670,  ,  ,598.8
JACKSON ,AL ,H4461 ,CARITEN HEALTH PLAN IN ,HMO ,1350,10670,  ,  ,598.8
JACKSON ,AL ,H5430 ,CARE1ST HEALTH PLAN OF ARIZONA ,HMO ,1350,10670,  ,  ,598.8
JEFFERSON ,AL ,90091,UNITED MINE WORKERS OF AMERICA ,HCPP ,1360,117060,704,0.6,676.95
JEFFERSON ,AL ,H0102 ,UNITED HEALTHCARE INSURANCE COMPANY ,DEMP ,1360,117060,233,0.2,676.95
JEFFERSON ,AL ,H0104 ,BLUE CROSS AND BLUE SHIELD OF ALABAMA ,PPO ,1360,117060,64,0.05,676.95
JEFFERSON ,AL ,H0150 ,HEALTHSPRING OF ALABAMA  INC. ,HMO ,1360,117060,6545,5.59,676.95
JEFFERSON ,AL ,H0151 ,UNITED HEALTHCARE OF ALABAMA  INC. ,HMO ,1360,117060,11560,9.88,676.95
JEFFERSON ,AL ,H0154 ,VIVA HEALTH  INC. ,HMO ,1360,117060,13765,11.76,676.95
JEFFERSON ,AL ,H1951 ,HUMANA HEALTH BENEFIT PLAN OF LOUISIANA INC ,HMO ,1360,117060,11,0.01,676.95
JEFFERSON ,AL ,H1961 ,TENET CHOICES  INC. / PEOPLES HEALTH NETWORK ,HMO ,1360,117060,36,0.03,676.95
JEFFERSON ,AL ,H0351 ,HEALTH NET OF ARIZONA  INC. ,HMO ,1360,117060,  ,  ,676.95
JEFFERSON ,AL ,H0504 ,CA PHYSICIANS SERV/DBA BLUE SHIELD OF CALIF ,HMO ,1360,117060,  ,  ,676.95
JEFFERSON ,AL ,H0524 ,KAISER FOUNDATION HP  INC. ,HMO ,1360,117060,  ,  ,676.95
JEFFERSON ,AL ,H0540 ,UNICARE LIFE & HEALTH INS. COMPANY ,PFFS ,1360,117060,  ,  ,676.95
JEFFERSON ,AL ,H0564 ,BLUE CROSS OF CALIFORNIA ,HMO ,1360,117060,  ,  ,676.95
JEFFERSON ,AL ,H0609 ,PACIFICARE OF COLORADO  INC ,HMO ,1360,117060,  ,  ,676.95
JEFFERSON ,AL ,H1032 ,WELL CARE OF FLORIDA  INC. ,HMO ,1360,117060,  ,  ,676.95
JEFFERSON ,AL ,H1036 ,HUMANA MEDICAL PLAN  INC ,HMO ,1360,117060,  ,  ,676.95
JEFFERSON ,AL ,H1080 ,UNITED HEALTHCARE OF FL  INC. ,HMO ,1360,117060,  ,  ,676.95
JEFFERSON ,AL ,H1406 ,HUMANA HEALTH PLAN  INC. ,HMO ,1360,117060,  ,  ,676.95
JEFFERSON ,AL ,H1459 ,ILLINOIS CENTRAL HOSPITAL ASSOCIATION ,HCPP ,1360,117060,  ,  ,676.95
JEFFERSON ,AL ,H1804 ,HUMANA INSURANCE COMPANY ,PFFS ,1360,117060,  ,  ,676.95
JEFFERSON ,AL ,H1901 ,TENET CHOICES  INC. ,DEMP ,1360,117060,  ,  ,676.95
JEFFERSON ,AL ,H2150 ,KAISER FNDN HP OF THE MID-ATLANTIC STS ,COST ,1360,117060,  ,  ,676.95
JEFFERSON ,AL ,H2406 ,UNITED HEALTHCARE INSURANCE COMPANY ,PPO ,1360,117060,  ,  ,676.95
JEFFERSON ,AL ,H2667 ,MERCY HEALTH PLANS OF MISSOURI INC. ,HMO ,1360,117060,  ,  ,676.95
JEFFERSON ,AL ,H3330 ,HIP OF GREATER NEW YORK ,HMO ,1360,117060,  ,  ,676.95
JEFFERSON ,AL ,H3359 ,MANAGED HEALTH  INC. ,HMO ,1360,117060,  ,  ,676.95
JEFFERSON ,AL ,H3361 ,WELLCARE_OF NEW YORK  INC. ,HMO ,1360,117060,  ,  ,676.95
JEFFERSON ,AL ,H3370 ,EMPIRE HEALTHCHOICE HMO  INC. ,HMO ,1360,117060,  ,  ,676.95
JEFFERSON ,AL ,H3456 ,UNITED HEALTHCARE OF NORTH CAROLINA ,HMO ,1360,117060,  ,  ,676.95
JEFFERSON ,AL ,H3655 ,COMMUNITY INSURANCE COMPANY ,HMO ,1360,117060,  ,  ,676.95
JEFFERSON ,AL ,H3659 ,UNITED HEALTHCARE OF OHIO  INC. ,HMO ,1360,117060,  ,  ,676.95
JEFFERSON ,AL ,H3959 ,HEALTHAMERICA PENNSYLVANIA  INC. ,HMO ,1360,117060,  ,  ,676.95
JEFFERSON ,AL ,H4454 ,HEALTHSPRING  INC. ,HMO ,1360,117060,  ,  ,676.95
JEFFERSON ,AL ,H4513 ,TEXAS HEALTHSPRING I  LLC ,HMO ,1360,117060,  ,  ,676.95
JEFFERSON ,AL ,H4556 ,CONSOLIDATED ASSOC OF RAILROAD EMPLOYEES HC ,HCPP ,1360,117060,  ,  ,676.95
JEFFERSON ,AL ,H6334 ,NY HOTEL TRADES COUNCIL&HOTEL ASSN OF NYC ,HCPP ,1360,117060,  ,  ,676.95
JEFFERSON ,AL ,H9101 ,ELDERPLAN  INC.  - SHMO ,DEMO ,1360,117060,  ,  ,676.95
LAMAR ,AL ,H0150 ,HEALTHSPRING OF ALABAMA  INC. ,HMO ,1370,3583,33,0.92,591.91
LAMAR ,AL ,H0543 ,PACIFICARE OF CALIFORNIA/SECURE HORIZONS ,HMO ,1370,3583,  ,  ,591.91
LAMAR ,AL ,H1804 ,HUMANA INSURANCE COMPANY ,PFFS ,1370,3583,  ,  ,591.91
LAUDERDALE ,AL ,90091,UNITED MINE WORKERS OF AMERICA ,HCPP ,1380,17812,  ,  ,591.91
LAUDERDALE ,AL ,H0150 ,HEALTHSPRING OF ALABAMA  INC. ,HMO ,1380,17812,  ,  ,591.91
LAUDERDALE ,AL ,H0151 ,UNITED HEALTHCARE OF ALABAMA  INC. ,HMO ,1380,17812,  ,  ,591.91
LAUDERDALE ,AL ,H0524 ,KAISER FOUNDATION HP  INC. ,HMO ,1380,17812,  ,  ,591.91
LAUDERDALE ,AL ,H0540 ,UNICARE LIFE & HEALTH INS. COMPANY ,PFFS ,1380,17812,  ,  ,591.91
LAUDERDALE ,AL ,H0543 ,PACIFICARE OF CALIFORNIA/SECURE HORIZONS ,HMO ,1380,17812,  ,  ,591.91
LAUDERDALE ,AL ,H1080 ,UNITED HEALTHCARE OF FL  INC. ,HMO ,1380,17812,  ,  ,591.91
LAUDERDALE ,AL ,H1099 ,HEALTH FIRST HEALTH PLANS  INC. ,HMO ,1380,17812,  ,  ,591.91
LAUDERDALE ,AL ,H1459 ,ILLINOIS CENTRAL HOSPITAL ASSOCIATION ,HCPP ,1380,17812,  ,  ,591.91
LAUDERDALE ,AL ,H1804 ,HUMANA INSURANCE COMPANY ,PFFS ,1380,17812,  ,  ,591.91
LAUDERDALE ,AL ,H1951 ,HUMANA HEALTH BENEFIT PLAN OF LOUISIANA INC ,HMO ,1380,17812,  ,  ,591.91
LAUDERDALE ,AL ,H1961 ,TENET CHOICES  INC. / PEOPLES HEALTH NETWORK ,HMO ,1380,17812,  ,  ,591.91
LAUDERDALE ,AL ,H4454 ,HEALTHSPRING  INC. ,HMO ,1380,17812,  ,  ,591.91
LAWRENCE ,AL ,90091,UNITED MINE WORKERS OF AMERICA ,HCPP ,1390,5013,  ,  ,652.23
LAWRENCE ,AL ,H0104 ,BLUE CROSS AND BLUE SHIELD OF ALABAMA ,PPO ,1390,5013,  ,  ,652.23
LAWRENCE ,AL ,H0150 ,HEALTHSPRING OF ALABAMA  INC. ,HMO ,1390,5013,  ,  ,652.23
LAWRENCE ,AL ,H1036 ,HUMANA MEDICAL PLAN  INC ,HMO ,1390,5013,  ,  ,652.23
LAWRENCE ,AL ,H1961 ,TENET CHOICES  INC. / PEOPLES HEALTH NETWORK ,HMO ,1390,5013,  ,  ,652.23
LEE ,AL ,H1804 ,HUMANA INSURANCE COMPANY ,PFFS ,1400,12988,81,0.62,591.91
LEE ,AL ,90091,UNITED MINE WORKERS OF AMERICA ,HCPP ,1400,12988,  ,  ,591.91
LEE ,AL ,H0151 ,UNITED HEALTHCARE OF ALABAMA  INC. ,HMO ,1400,12988,  ,  ,591.91
LEE ,AL ,H0303 ,PACIFICARE OF ARIZONA  INC ,HMO ,1400,12988,  ,  ,591.91
LEE ,AL ,H0524 ,KAISER FOUNDATION HP  INC. ,HMO ,1400,12988,  ,  ,591.91
LEE ,AL ,H0540 ,UNICARE LIFE & HEALTH INS. COMPANY ,PFFS ,1400,12988,  ,  ,591.91
LEE ,AL ,H1459 ,ILLINOIS CENTRAL HOSPITAL ASSOCIATION ,HCPP ,1400,12988,  ,  ,591.91
LEE ,AL ,H1951 ,HUMANA HEALTH BENEFIT PLAN OF LOUISIANA INC ,HMO ,1400,12988,  ,  ,591.91
LEE ,AL ,H1961 ,TENET CHOICES  INC. / PEOPLES HEALTH NETWORK ,HMO ,1400,12988,  ,  ,591.91
LEE ,AL ,H3305 ,ROCHESTER AREA HMO/ DBA PREFERRED CARE ,HMO ,1400,12988,  ,  ,591.91
LEE ,AL ,H3351 ,EXCELLUS HEALTH PLAN  INC. ,HMO ,1400,12988,  ,  ,591.91
LEE ,AL ,H3379 ,UNITED HEALTHCARE OF NEW YORK  INC. ,HMO ,1400,12988,  ,  ,591.91
LEE ,AL ,H3655 ,COMMUNITY INSURANCE COMPANY ,HMO ,1400,12988,  ,  ,591.91
LEE ,AL ,H4652 ,UNION PACIFIC RR EMPLOYES HEALTH SYS ,HCPP ,1400,12988,  ,  ,591.91
LIMESTONE ,AL ,90091,UNITED MINE WORKERS OF AMERICA ,HCPP ,1410,9879,  ,  ,654.22
LIMESTONE ,AL ,H0104 ,BLUE CROSS AND BLUE SHIELD OF ALABAMA ,PPO ,1410,9879,  ,  ,654.22
LIMESTONE ,AL ,H0150 ,HEALTHSPRING OF ALABAMA  INC. ,HMO ,1410,9879,  ,  ,654.22
LIMESTONE ,AL ,H0151 ,UNITED HEALTHCARE OF ALABAMA  INC. ,HMO ,1410,9879,  ,  ,654.22
LIMESTONE ,AL ,H1459 ,ILLINOIS CENTRAL HOSPITAL ASSOCIATION ,HCPP ,1410,9879,  ,  ,654.22
LIMESTONE ,AL ,H1804 ,HUMANA INSURANCE COMPANY ,PFFS ,1410,9879,  ,  ,654.22
LIMESTONE ,AL ,H1961 ,TENET CHOICES  INC. / PEOPLES HEALTH NETWORK ,HMO ,1410,9879,  ,  ,654.22
LIMESTONE ,AL ,H4454 ,HEALTHSPRING  INC. ,HMO ,1410,9879,  ,  ,654.22
LIMESTONE ,AL ,H4461 ,CARITEN HEALTH PLAN IN ,HMO ,1410,9879,  ,  ,654.22
LOWNDES ,AL ,H0150 ,HEALTHSPRING OF ALABAMA  INC. ,HMO ,1420,1975,135,6.84,654.22
LOWNDES ,AL ,H0151 ,UNITED HEALTHCARE OF ALABAMA  INC. ,HMO ,1420,1975,139,7.04,654.22
LOWNDES ,AL ,H0154 ,VIVA HEALTH  INC. ,HMO ,1420,1975,43,2.18,654.22
LOWNDES ,AL ,90091,UNITED MINE WORKERS OF AMERICA ,HCPP ,1420,1975,  ,  ,654.22
LOWNDES ,AL ,H0104 ,BLUE CROSS AND BLUE SHIELD OF ALABAMA ,PPO ,1420,1975,  ,  ,654.22
LOWNDES ,AL ,H1804 ,HUMANA INSURANCE COMPANY ,PFFS ,1420,1975,  ,  ,654.22
LOWNDES ,AL ,H3330 ,HIP OF GREATER NEW YORK ,HMO ,1420,1975,  ,  ,654.22
MACON ,AL ,H0151 ,UNITED HEALTHCARE OF ALABAMA  INC. ,HMO ,1430,3898,307,7.88,591.91
MACON ,AL ,90091,UNITED MINE WORKERS OF AMERICA ,HCPP ,1430,3898,  ,  ,591.91
MACON ,AL ,H0150 ,HEALTHSPRING OF ALABAMA  INC. ,HMO ,1430,3898,  ,  ,591.91
MACON ,AL ,H0154 ,VIVA HEALTH  INC. ,HMO ,1430,3898,  ,  ,591.91
MACON ,AL ,H1804 ,HUMANA INSURANCE COMPANY ,PFFS ,1430,3898,  ,  ,591.91
MACON ,AL ,H1961 ,TENET CHOICES  INC. / PEOPLES HEALTH NETWORK ,HMO ,1430,3898,  ,  ,591.91
MADISON ,AL ,90091,UNITED MINE WORKERS OF AMERICA ,HCPP ,1440,43086,14,0.03,654.22
MADISON ,AL ,H0104 ,BLUE CROSS AND BLUE SHIELD OF ALABAMA ,PPO ,1440,43086,31,0.07,654.22
MADISON ,AL ,H1804 ,HUMANA INSURANCE COMPANY ,PFFS ,1440,43086,49,0.11,654.22
MADISON ,AL ,H1951 ,HUMANA HEALTH BENEFIT PLAN OF LOUISIANA INC ,HMO ,1440,43086,13,0.03,654.22
MADISON ,AL ,H1961 ,TENET CHOICES  INC. / PEOPLES HEALTH NETWORK ,HMO ,1440,43086,16,0.04,654.22
MADISON ,AL ,H0150 ,HEALTHSPRING OF ALABAMA  INC. ,HMO ,1440,43086,  ,  ,654.22
MADISON ,AL ,H0151 ,UNITED HEALTHCARE OF ALABAMA  INC. ,HMO ,1440,43086,  ,  ,654.22
MADISON ,AL ,H0154 ,VIVA HEALTH  INC. ,HMO ,1440,43086,  ,  ,654.22
MADISON ,AL ,H0319 ,UNITED HEALTHCARE INSURANCE COMPANY ,PPO ,1440,43086,  ,  ,654.22
MADISON ,AL ,H0524 ,KAISER FOUNDATION HP  INC. ,HMO ,1440,43086,  ,  ,654.22
MADISON ,AL ,H0540 ,UNICARE LIFE & HEALTH INS. COMPANY ,PFFS ,1440,43086,  ,  ,654.22
MADISON ,AL ,H0543 ,PACIFICARE OF CALIFORNIA/SECURE HORIZONS ,HMO ,1440,43086,  ,  ,654.22
MADISON ,AL ,H0630 ,KAISER FOUNDATION HP OF CO ,HMO ,1440,43086,  ,  ,654.22
MADISON ,AL ,H1013 ,VISTA HEALTHPLAN OF SOUTH FLORIDA  INC. ,HMO ,1440,43086,  ,  ,654.22
MADISON ,AL ,H1036 ,HUMANA MEDICAL PLAN  INC ,HMO ,1440,43086,  ,  ,654.22
MADISON ,AL ,H1037 ,CHOICE CARE HEALTH PLAN  INC. ,HCPP ,1440,43086,  ,  ,654.22
MADISON ,AL ,H1080 ,UNITED HEALTHCARE OF FL  INC. ,HMO ,1440,43086,  ,  ,654.22
MADISON ,AL ,H1099 ,HEALTH FIRST HEALTH PLANS  INC. ,HMO ,1440,43086,  ,  ,654.22
MADISON ,AL ,H1459 ,ILLINOIS CENTRAL HOSPITAL ASSOCIATION ,HCPP ,1440,43086,  ,  ,654.22
MADISON ,AL ,H2150 ,KAISER FNDN HP OF THE MID-ATLANTIC STS ,COST ,1440,43086,  ,  ,654.22
MADISON ,AL ,H2654 ,UNITED HEALTHCARE OF THE MIDWEST  INC. ,HMO ,1440,43086,  ,  ,654.22
MADISON ,AL ,H3204 ,PRESBYTERIAN HEALTH PLAN ,HMO ,1440,43086,  ,  ,654.22
MADISON ,AL ,H3370 ,EMPIRE HEALTHCHOICE HMO  INC. ,HMO ,1440,43086,  ,  ,654.22
MADISON ,AL ,H4005 ,TRIPLE-S  INC. ,PPO ,1440,43086,  ,  ,654.22
MADISON ,AL ,H4590 ,PACIFICARE OF TEXAS  INC. ,HMO ,1440,43086,  ,  ,654.22
MADISON ,AL ,H4652 ,UNION PACIFIC RR EMPLOYES HEALTH SYS ,HCPP ,1440,43086,  ,  ,654.22
MADISON ,AL ,H6141 ,SIDNEY HILLMAN HC ,HCPP ,1440,43086,  ,  ,654.22
MADISON ,AL ,H9047 ,PROVIDENCE HEALTH PLAN ,HMO ,1440,43086,  ,  ,654.22
MADISON ,AL ,H9104 ,SCAN HEALTH PLAN ,DEMO ,1440,43086,  ,  ,654.22
MARENGO ,AL ,90091,UNITED MINE WORKERS OF AMERICA ,HCPP ,1450,3928,  ,  ,591.91
MARENGO ,AL ,H0150 ,HEALTHSPRING OF ALABAMA  INC. ,HMO ,1450,3928,  ,  ,591.91
MARENGO ,AL ,H0154 ,VIVA HEALTH  INC. ,HMO ,1450,3928,  ,  ,591.91
MARENGO ,AL ,H1961 ,TENET CHOICES  INC. / PEOPLES HEALTH NETWORK ,HMO ,1450,3928,  ,  ,591.91
MARENGO ,AL ,H3359 ,MANAGED HEALTH  INC. ,HMO ,1450,3928,  ,  ,591.91
MARENGO ,AL ,H3655 ,COMMUNITY INSURANCE COMPANY ,HMO ,1450,3928,  ,  ,591.91
MARION ,AL ,90091,UNITED MINE WORKERS OF AMERICA ,HCPP ,1460,6356,52,0.82,653.01
MARION ,AL ,H0150 ,HEALTHSPRING OF ALABAMA  INC. ,HMO ,1460,6356,176,2.77,653.01
MARION ,AL ,H0102 ,UNITED HEALTHCARE INSURANCE COMPANY ,DEMP ,1460,6356,  ,  ,653.01
MARION ,AL ,H0151 ,UNITED HEALTHCARE OF ALABAMA  INC. ,HMO ,1460,6356,  ,  ,653.01
MARION ,AL ,H1080 ,UNITED HEALTHCARE OF FL  INC. ,HMO ,1460,6356,  ,  ,653.01
MARION ,AL ,H1459 ,ILLINOIS CENTRAL HOSPITAL ASSOCIATION ,HCPP ,1460,6356,  ,  ,653.01
MARION ,AL ,H1951 ,HUMANA HEALTH BENEFIT PLAN OF LOUISIANA INC ,HMO ,1460,6356,  ,  ,653.01
MARION ,AL ,H1961 ,TENET CHOICES  INC. / PEOPLES HEALTH NETWORK ,HMO ,1460,6356,  ,  ,653.01
MARSHALL ,AL ,90091,UNITED MINE WORKERS OF AMERICA ,HCPP ,1470,17198,  ,  ,614.62
MARSHALL ,AL ,H0150 ,HEALTHSPRING OF ALABAMA  INC. ,HMO ,1470,17198,  ,  ,614.62
MARSHALL ,AL ,H0151 ,UNITED HEALTHCARE OF ALABAMA  INC. ,HMO ,1470,17198,  ,  ,614.62
MARSHALL ,AL ,H0154 ,VIVA HEALTH  INC. ,HMO ,1470,17198,  ,  ,614.62
MARSHALL ,AL ,H1034 ,AMERICA'S HEALTH CHOICE MEDICAL PLAN ,HMO ,1470,17198,  ,  ,614.62
MARSHALL ,AL ,H1037 ,CHOICE CARE HEALTH PLAN  INC. ,HCPP ,1470,17198,  ,  ,614.62
MARSHALL ,AL ,H1076 ,VISTA HEALTHPLAN  INC. ,HMO ,1470,17198,  ,  ,614.62
MARSHALL ,AL ,H1170 ,KAISER FOUNDATION HP OF GA  INC. ,HMO ,1470,17198,  ,  ,614.62
MARSHALL ,AL ,H1459 ,ILLINOIS CENTRAL HOSPITAL ASSOCIATION ,HCPP ,1470,17198,  ,  ,614.62
MARSHALL ,AL ,H1804 ,HUMANA INSURANCE COMPANY ,PFFS ,1470,17198,  ,  ,614.62
MARSHALL ,AL ,H1951 ,HUMANA HEALTH BENEFIT PLAN OF LOUISIANA INC ,HMO ,1470,17198,  ,  ,614.62
MARSHALL ,AL ,H1961 ,TENET CHOICES  INC. / PEOPLES HEALTH NETWORK ,HMO ,1470,17198,  ,  ,614.62
MARSHALL ,AL ,H4454 ,HEALTHSPRING  INC. ,HMO ,1470,17198,  ,  ,614.62
MARSHALL ,AL ,H4506 ,SELECTCARE OF TEXAS  L.L.C. ,PSO ,1470,17198,  ,  ,614.62
MARSHALL ,AL ,H4652 ,UNION PACIFIC RR EMPLOYES HEALTH SYS ,HCPP ,1470,17198,  ,  ,614.62
MARSHALL ,AL ,H5413 ,LIFEMASTERS SUPPORTED SELFCARE  INC. ,DEMC ,1470,17198,  ,  ,614.62
MARSHALL ,AL ,H6140 ,WABASH MEM. HOSPITAL ,HCPP ,1470,17198,  ,  ,614.62
MOBILE ,AL ,H0103 ,UNITED HEALTHCARE INS. COMPANY  INC. ,DEMP ,1480,64016,16,0.02,710.58
MOBILE ,AL ,H0104 ,BLUE CROSS AND BLUE SHIELD OF ALABAMA ,PPO ,1480,64016,52,0.08,710.58
MOBILE ,AL ,H0150 ,HEALTHSPRING OF ALABAMA  INC. ,HMO ,1480,64016,4670,7.3,710.58
MOBILE ,AL ,H0151 ,UNITED HEALTHCARE OF ALABAMA  INC. ,HMO ,1480,64016,10403,16.25,710.58
MOBILE ,AL ,H1459 ,ILLINOIS CENTRAL HOSPITAL ASSOCIATION ,HCPP ,1480,64016,122,0.19,710.58
MOBILE ,AL ,H1951 ,HUMANA HEALTH BENEFIT PLAN OF LOUISIANA INC ,HMO ,1480,64016,12,0.02,710.58
MOBILE ,AL ,H1961 ,TENET CHOICES  INC. / PEOPLES HEALTH NETWORK ,HMO ,1480,64016,27,0.04,710.58
MOBILE ,AL ,90091,UNITED MINE WORKERS OF AMERICA ,HCPP ,1480,64016,  ,  ,710.58
